Date,Price,Open,High,Low,Vol.,Change %
"Oct 07, 2016",1248.9,1253.9,1263.6,1249.5,0.17K,-0.07
"Oct 06, 2016",1249.8,1265.3,1265.3,1249.9,0.11K,-1.22
"Oct 05, 2016",1265.2,1272.1,1274,1261.3,0.25K,-0.09
"Oct 04, 2016",1266.3,1307.6,1310.2,1266.3,1.89K,-3.26
"Oct 03, 2016",1309,1313.5,1316.8,1308.2,0.30K,-0.33
"Sep 30, 2016",1313.3,1320.6,1327.7,1312.9,0.87K,-0.64
"Sep 29, 2016",1321.7,1321.2,1325,1314.7,6.11K,-0.4
"Sep 28, 2016",1326.95,1330.1,1330.65,1321,0,0.08
"Sep 27, 2016",1325.9,1328,1328.7,1327.9,0.05K,-1.03
"Sep 26, 2016",1339.7,1335.2,1341.8,1335.2,0.02K,-0.14
"Sep 23, 2016",1341.55,1340.95,1344.45,1337.45,0,0.09
"Sep 22, 2016",1340.4,1338.6,1338.6,1338.2,0.02K,1.02
"Sep 21, 2016",1326.9,1326.3,1326.3,1324,0.08K,0.58
"Sep 20, 2016",1319.25,1317.05,1321.05,1315.25,0,0.16
"Sep 19, 2016",1317.15,1314.15,1321.55,1312.65,0,0.23
"Sep 18, 2016",1314.15,1313.25,1315.75,1312.9,0,0.64
"Sep 16, 2016",1305.8,1312.2,1312.6,1311.9,0.00K,-0.59
"Sep 15, 2016",1313.5,1320.7,1320.7,1310.8,0.04K,-0.61
"Sep 14, 2016",1321.5,1319.2,1322.3,1319.2,0.07K,0.19
"Sep 13, 2016",1319,1324.6,1324.6,1315,0.08K,-0.15
"Sep 12, 2016",1321,1327,1329.3,1319.9,0.18K,-0.68
"Sep 09, 2016",1330.1,1338.5,1338.5,1328,0.04K,-0.5
"Sep 08, 2016",1336.8,1344.8,1345.4,1335.7,0.03K,-0.56
"Sep 07, 2016",1344.3,1348.4,1350.5,1343.9,0.01K,-0.38
"Sep 06, 2016",1349.4,1323.3,1347.2,1323.2,0.05K,1.37
"Sep 05, 2016",1331.1,1326.35,1332.15,1325.55,0,0.37
"Sep 04, 2016",1326.25,1328.2,1328.75,1326.15,0,0.31
"Sep 02, 2016",1322.1,1309.6,1326.7,1309.2,0.06K,0.75
"Sep 01, 2016",1312.2,1305.3,1313.1,1301.5,0.23K,0.41
"Aug 31, 2016",1306.9,1310.3,1313.7,1306.3,0.21K,-0.37
"Aug 30, 2016",1311.7,1322,1322.1,1308,0.71K,-0.85
"Aug 29, 2016",1322.9,1315,1323,1315,0.04K,0.11
"Aug 26, 2016",1321.5,1323.8,1340.5,1320.1,0.14K,0.11
"Aug 25, 2016",1320.1,1321.4,1324,1317,0.06K,-0.32
"Aug 24, 2016",1324.4,1337.2,1337.2,1322.9,0.26K,-1.21
"Aug 23, 2016",1340.6,1337,1341.2,1334.3,0.55K,0.22
"Aug 22, 2016",1337.7,1334.4,1337.7,1333.3,0.12K,-0.2
"Aug 19, 2016",1340.4,1350.1,1350.1,1338.6,0.20K,-0.8
"Aug 18, 2016",1351.2,1351.3,1354.4,1348.2,0.14K,0.63
"Aug 17, 2016",1342.7,1345.5,1347.3,1338.6,0.14K,-0.58
"Aug 16, 2016",1350.5,1342.2,1355,1341,0.34K,0.76
"Aug 15, 2016",1340.3,1336.5,1340.6,1333.6,0.06K,0.34
"Aug 12, 2016",1335.8,1336.8,1351.8,1333.2,0.11K,-0.5
"Aug 11, 2016",1342.5,1341.6,1350.4,1334.8,0.67K,-0.13
"Aug 10, 2016",1344.3,1344.8,1354.2,1344.7,0.11K,0.4
"Aug 09, 2016",1339,1331.8,1339.4,1328.5,0.62K,0.42
"Aug 08, 2016",1333.4,1330,1335.4,1327.8,0.59K,-0.22
"Aug 05, 2016",1336.4,1357.6,1360.8,1333.7,1.11K,-1.65
"Aug 04, 2016",1358.8,1354.4,1361.6,1347,0.38K,0.2
"Aug 03, 2016",1356.1,1362.4,1364.7,1353.3,0.72K,-0.61
"Aug 02, 2016",1364.4,1352.1,1366,1346.6,2.94K,0.96
"Aug 01, 2016",1351.4,1348.8,1353.5,1345.6,1.26K,0.18
"Jul 29, 2016",1349,1333.2,1353.3,1325.8,6.08K,1.25
"Jul 28, 2016",1332.3,1339.5,1344.3,1330.1,56.91K,0.43
"Jul 27, 2016",1326.6,1326,1326.3,1326,0.00K,0.45
"Jul 26, 2016",1320.7,1315.2,1320.3,1315.2,0.06K,0.11
"Jul 25, 2016",1319.3,1315.7,1318.1,1313.8,0.55K,-0.29
"Jul 22, 2016",1323.1,1330.7,1330.7,1320.4,0.06K,-0.56
"Jul 21, 2016",1330.5,1312.8,1329.5,1312.8,0.32K,0.89
"Jul 20, 2016",1318.8,1331,1337.5,1315.5,0.75K,-0.95
"Jul 19, 2016",1331.5,1328.5,1333.2,1326.4,0.32K,0.23
"Jul 18, 2016",1328.4,1327.5,1335,1326.2,0.05K,0.14
"Jul 15, 2016",1326.5,1333.7,1333.7,1322.9,0.05K,-0.36
"Jul 14, 2016",1331.3,1341.4,1341.4,1322.7,0.02K,-0.83
"Jul 13, 2016",1342.4,1341.5,1341.5,1336.7,0.01K,0.62
"Jul 12, 2016",1334.1,1353.6,1356,1330.3,0.25K,-1.54
"Jul 11, 2016",1355,1371.7,1371.8,1353,0.03K,-0.12
"Jul 08, 2016",1356.6,1361.3,1365.8,1335,0.25K,-0.26
"Jul 07, 2016",1360.1,1366.8,1368.6,1350.5,0.21K,-0.35
"Jul 06, 2016",1364.9,1359,1374.9,1359,0.13K,0.63
"Jul 05, 2016",1356.4,1342.2,1356.8,1339.7,0.09K,0.33
"Jul 04, 2016",1352,1345,1360.15,1343,0,0.48
"Jul 03, 2016",1345.5,1344.5,1347.55,1338.85,0,0.66
"Jul 01, 2016",1336.7,1324.5,1344.2,1321.9,0.14K,1.39
"Jun 30, 2016",1318.4,1315.8,1323.5,1314.5,0.56K,-0.42
"Jun 29, 2016",1323.9,1311.6,1327.4,1311.6,0.41K,0.65
"Jun 28, 2016",1315.3,1314.8,1315.6,1314.1,0.02K,-0.54
"Jun 27, 2016",1322.5,1330,1331.7,1320,0.09K,0.19
"Jun 24, 2016",1320,1253.7,1355.6,1253.7,0.69K,4.66
"Jun 23, 2016",1261.2,1263.4,1270.5,1255.2,0.22K,-0.54
"Jun 22, 2016",1268,1267,1269.2,1264.9,0.05K,-0.2
"Jun 21, 2016",1270.5,1293.9,1293.9,1266.3,0.13K,-1.51
"Jun 20, 2016",1290,1288.9,1291.2,1280.3,0.15K,-0.19
"Jun 17, 2016",1292.5,1280.3,1300.1,1280.3,0.13K,-0.28
"Jun 16, 2016",1296.1,1296.3,1316.4,1281.1,0.25K,0.8
"Jun 15, 2016",1285.8,1284.6,1296.2,1278.8,0.16K,0.02
"Jun 14, 2016",1285.6,1281.8,1289.7,1277.8,0.55K,0.09
"Jun 13, 2016",1284.4,1276.2,1287.3,1273,0.33K,0.86
"Jun 10, 2016",1273.4,1267.6,1278,1265.3,0.40K,0.25
"Jun 09, 2016",1270.2,1262.5,1271.4,1258.1,0.38K,0.83
"Jun 08, 2016",1259.8,1247.6,1264,1247.3,0.41K,1.24
"Jun 07, 2016",1244.4,1244,1244.9,1236.5,0.28K,-0.02
"Jun 06, 2016",1244.6,1244.4,1247.3,1240,1.14K,0.36
"Jun 03, 2016",1240.1,1209.1,1244.5,1206.4,1.62K,2.5
"Jun 02, 2016",1209.8,1212.4,1217,1209.6,1.63K,-0.17
"Jun 01, 2016",1211.9,1215.7,1219.8,1205.4,2.72K,-0.24
"May 31, 2016",1214.8,1212.5,1217.6,1199,6.43K,0.22
"May 30, 2016",1212.15,1208.25,1213.15,1201.8,0,-0.14
"May 27, 2016",1213.8,1220.3,1223.2,1206.4,63.74K,-0.52
"May 26, 2016",1220.1,1232.6,1232.6,1230.6,0.00K,-0.28
"May 25, 2016",1223.5,1219.3,1219.3,1218.6,0.01K,-0.44
"May 24, 2016",1228.9,1240,1240,1228.2,0.02K,-1.77
"May 23, 2016",1251.1,1251.6,1251.6,1247.5,0.06K,-0.1
"May 20, 2016",1252.4,1256.6,1256.6,1255.4,0.04K,-0.14
"May 19, 2016",1254.2,1248,1255.5,1247.5,0.07K,-1.53
"May 18, 2016",1273.7,1276.4,1276.4,1256.8,0.02K,-0.2
"May 17, 2016",1276.2,1272.5,1281.6,1270.8,0.02K,0.22
"May 16, 2016",1273.4,1272.8,1287.8,1272.8,0.04K,0.12
"May 13, 2016",1271.9,1271.4,1275.7,1264.6,0.07K,0.13
"May 12, 2016",1270.3,1267,1281.2,1264,0.10K,-0.34
"May 11, 2016",1274.6,1266.9,1279.2,1266.9,0.05K,0.85
"May 10, 2016",1263.9,1265.1,1267.4,1258.7,0.02K,-0.13
"May 09, 2016",1265.6,1286.5,1286.5,1262.3,0.34K,-2.11
"May 06, 2016",1292.9,1278.6,1295.6,1276.9,0.31K,1.69
"May 05, 2016",1271.4,1282.9,1286,1270.8,0.33K,-0.15
"May 04, 2016",1273.3,1286.9,1290,1273,0.11K,-1.35
"May 03, 2016",1290.7,1292.7,1301.5,1284.5,0.15K,-0.31
"May 02, 2016",1294.7,1292.1,1304.4,1290.4,0.19K,0.43
"Apr 29, 2016",1289.2,1267.3,1295.5,1267.2,0.46K,1.87
"Apr 28, 2016",1265.5,1245.9,1270.1,1238.5,0.89K,1.3
"Apr 27, 2016",1249.2,1248.6,1249.5,1248.6,0.04K,0.56
"Apr 26, 2016",1242.2,1239.8,1244.2,1233,0.10K,0.27
"Apr 25, 2016",1238.9,1231.6,1240.9,1231.6,0.44K,0.83
"Apr 22, 2016",1228.7,1248.5,1248.5,1228,0.19K,-1.63
"Apr 21, 2016",1249,1247.7,1270.6,1247.6,0.12K,-0.34
"Apr 20, 2016",1253.2,1256.1,1256.1,1243,0.18K,0.02
"Apr 19, 2016",1253,1231.6,1256.2,1228.8,0.39K,1.57
"Apr 18, 2016",1233.6,1238.7,1241.1,1232.2,0.30K,0.04
"Apr 15, 2016",1233.1,1225.7,1235,1225.7,0.10K,0.66
"Apr 14, 2016",1225,1231.4,1243.7,1224.5,0.26K,-1.75
"Apr 13, 2016",1246.8,1256.5,1256.9,1241.3,0.20K,-1
"Apr 12, 2016",1259.4,1260,1261.7,1253.7,0.19K,0.21
"Apr 11, 2016",1256.7,1241.5,1258.7,1241.5,0.44K,1.14
"Apr 08, 2016",1242.5,1241,1242.8,1232,0.41K,0.51
"Apr 07, 2016",1236.2,1224.8,1242.9,1224.6,0.38K,1.12
"Apr 06, 2016",1222.5,1230.4,1230.4,1217.6,0.25K,-0.48
"Apr 05, 2016",1228.4,1215.4,1236.7,1215.4,0.48K,0.85
"Apr 04, 2016",1218,1221.7,1222.3,1215,2.04K,-0.34
"Apr 01, 2016",1222.2,1232.3,1235.2,1209.2,1.60K,-0.97
"Mar 31, 2016",1234.2,1225.6,1239.6,1224.5,3.38K,0.59
"Mar 30, 2016",1226.9,1241.4,1245,1223.4,48.25K,-0.7
"Mar 29, 2016",1235.6,1217.8,1217.8,1217.7,0.04K,1.29
"Mar 28, 2016",1219.9,1211.5,1222.2,1210,0.03K,0.26
"Mar 25, 2016",1216.7,1216.7,1216.7,1216.7,0,-0.38
"Mar 24, 2016",1221.4,1214.2,1221.3,1214.2,0.01K,-0.19
"Mar 23, 2016",1223.7,1247.7,1247.7,1218.6,0.03K,-1.96
"Mar 22, 2016",1248.2,1244,1252.4,1243.8,0.02K,0.35
"Mar 21, 2016",1243.8,1256.2,1256.2,1243.4,1.06K,-0.8
"Mar 18, 2016",1253.8,1257.1,1264.4,1251.5,0.54K,-0.85
"Mar 17, 2016",1264.5,1261.5,1270.1,1255.9,0.03K,2.86
"Mar 16, 2016",1229.3,1229.5,1263.8,1228.9,0.05K,-0.09
"Mar 15, 2016",1230.4,1228.3,1236,1228,0.04K,-1.13
"Mar 14, 2016",1244.4,1256,1258,1234.5,0.06K,-1.14
"Mar 11, 2016",1258.7,1270,1280.7,1249.4,0.09K,-1.05
"Mar 10, 2016",1272,1250,1273,1237.5,0.12K,1.23
"Mar 09, 2016",1256.6,1254.5,1260,1244.8,0.08K,-0.44
"Mar 08, 2016",1262.1,1268.7,1276.3,1261,0.04K,-0.09
"Mar 07, 2016",1263.2,1259.8,1272.3,1259.7,0.07K,-0.53
"Mar 04, 2016",1269.9,1263,1279.9,1250.9,0.27K,0.99
"Mar 03, 2016",1257.4,1238.4,1267.9,1238,0.12K,1.31
"Mar 02, 2016",1241.1,1232.8,1242.6,1226,0.27K,0.88
"Mar 01, 2016",1230.3,1240.5,1248.4,1229,0.48K,-0.29
"Feb 29, 2016",1233.9,1218.6,1241,1218.6,0.58K,1.16
"Feb 26, 2016",1219.8,1232.4,1239.1,1212.2,0.66K,-1.49
"Feb 25, 2016",1238.2,1239.4,1241.5,1235,0.05K,-0.04
"Feb 24, 2016",1238.7,1230,1250.1,1230,0.11K,1.34
"Feb 23, 2016",1222.3,1207.4,1226.1,1207.4,0.35K,1.06
"Feb 22, 2016",1209.5,1226.1,1226.1,1203,0.28K,-1.7
"Feb 19, 2016",1230.4,1230.8,1232.8,1221.8,0.08K,0.35
"Feb 18, 2016",1226.1,1209.6,1239.2,1201.6,0.32K,1.24
"Feb 17, 2016",1211.1,1196.5,1212.9,1196.5,0.05K,0.26
"Feb 16, 2016",1207.9,1233.1,1233.6,1193.6,0.42K,-0.02
"Feb 15, 2016",1208.1,1234,1235.1,1202.8,0,-2.07
"Feb 14, 2016",1233.6,1235.7,1235.9,1231.4,0,-0.44
"Feb 12, 2016",1239.1,1247.8,1247.8,1233.5,0.25K,-0.71
"Feb 11, 2016",1247.9,1205.6,1260.8,1204.6,1.00K,4.45
"Feb 10, 2016",1194.7,1189.8,1197.7,1182.1,0.67K,-0.33
"Feb 09, 2016",1198.7,1188.7,1199.2,1186.7,0.70K,0.07
"Feb 08, 2016",1197.9,1173.5,1200.4,1165,0.93K,3.46
"Feb 05, 2016",1157.8,1155.6,1174.8,1146,0.88K,0.02
"Feb 04, 2016",1157.6,1142.5,1157.3,1141,0.77K,1.43
"Feb 03, 2016",1141.3,1128.5,1146,1125,1.63K,1.24
"Feb 02, 2016",1127.3,1128.3,1131.4,1123,1.23K,-0.05
"Feb 01, 2016",1127.9,1116.7,1130,1115.3,1.68K,1.03
"Jan 29, 2016",1116.4,1114.4,1118.6,1108.8,6.96K,0.07
"Jan 28, 2016",1115.6,1125.4,1125.7,1109.8,52.86K,-0.04
"Jan 27, 2016",1116.1,1117.8,1117.8,1115.8,0.01K,-0.5
"Jan 26, 2016",1121.7,1115.1,1115.9,1114.3,0.18K,1.4
"Jan 25, 2016",1106.2,1099.3,1109.3,1099.3,0.01K,0.82
"Jan 22, 2016",1097.2,1098,1103.2,1098,0.00K,-0.17
"Jan 21, 2016",1099.1,1103.6,1103.6,1094.1,0.02K,-0.72
"Jan 20, 2016",1107.1,1099.8,1109.8,1099.8,0.03K,1.58
"Jan 19, 2016",1089.9,1089.8,1094.4,1084.9,0.02K,0.13
"Jan 18, 2016",1088.5,1090.2,1093.3,1087.4,0,-0.17
"Jan 17, 2016",1090.3,1088.6,1090.8,1088.6,0,-0.11
"Jan 15, 2016",1091.5,1085,1095.8,1081.8,0.04K,1.64
"Jan 14, 2016",1073.9,1091.5,1091.5,1073.7,0.06K,-1.25
"Jan 13, 2016",1087.5,1081.5,1093.9,1081.5,0.05K,0.18
"Jan 12, 2016",1085.6,1093.8,1098.5,1084,0.09K,-0.99
"Jan 11, 2016",1096.5,1105.7,1107.9,1096.5,0.04K,-0.12
"Jan 08, 2016",1097.8,1111.1,1111.1,1093,0.10K,-0.89
"Jan 07, 2016",1107.7,1091.6,1109.4,1091.6,0.12K,1.45
"Jan 06, 2016",1091.9,1081.6,1093.7,1081.6,0.05K,1.25
"Jan 05, 2016",1078.4,1075.6,1081.5,1075.3,0.08K,0.31
"Jan 04, 2016",1075.1,1063.4,1082.5,1063.2,0.14K,1.4
"Dec 31, 2015",1060.3,1061.9,1062,1058.5,0.01K,0.02
"Dec 30, 2015",1060.1,1068.6,1070.2,1059.7,0.07K,-1.61
"Dec 29, 2015",1077.5,1079.1,1079.7,1079.1,0.07K,0.65
"Dec 28, 2015",1070.5,1077.9,1098.8,1073.6,0.36K,-0.62
"Dec 24, 2015",1077.2,1074.3,1077.8,1073.5,0.02K,0.73
"Dec 23, 2015",1069.4,1074.5,1074.8,1070,0.20K,-0.5
"Dec 22, 2015",1074.8,1078.6,1078.6,1073.8,0.11K,-0.66
"Dec 21, 2015",1081.9,1070.2,1081.5,1070.2,0.03K,1.47
"Dec 18, 2015",1066.2,1053.7,1070.3,1052.7,0.25K,1.47
"Dec 17, 2015",1050.8,1072.6,1072.6,1050.5,0.06K,-2.52
"Dec 16, 2015",1078,1064.8,1078.7,1064.3,0.08K,1.42
"Dec 15, 2015",1062.9,1064.6,1066.2,1061.8,0.22K,-0.17
"Dec 14, 2015",1064.7,1074,1076.7,1060,0.51K,-1.13
"Dec 11, 2015",1076.9,1067.8,1079.4,1064.4,0.41K,0.35
"Dec 10, 2015",1073.1,1073,1076.3,1071.7,0.23K,-0.42
"Dec 09, 2015",1077.6,1075.1,1086,1070.6,0.39K,0.12
"Dec 08, 2015",1076.3,1071,1078.4,1069.6,0.31K,-0.01
"Dec 07, 2015",1076.4,1084.9,1086.5,1067.4,0.66K,-0.75
"Dec 04, 2015",1084.5,1063,1088.8,1058.7,0.89K,2.15
"Dec 03, 2015",1061.7,1054.4,1064.6,1046.2,1.16K,0.71
"Dec 02, 2015",1054.2,1068.7,1069.5,1049.6,0.50K,-0.9
"Dec 01, 2015",1063.8,1064.6,1074.6,1063.4,3.44K,-0.19
"Nov 30, 2015",1065.8,1056.5,1068.4,1052.1,4.60K,0.91
"Nov 27, 2015",1056.2,1070.7,1074.2,1051.1,52.13K,-1.36
"Nov 26, 2015",1070.8,1070.1,1074.2,1069.2,0,0.03
"Nov 25, 2015",1070.5,1070.2,1072,1068.5,0.06K,-0.35
"Nov 24, 2015",1074.3,1073.2,1079.4,1073.2,0.22K,0.7
"Nov 23, 2015",1066.8,1070,1071.5,1067.3,0.06K,-0.89
"Nov 20, 2015",1076.4,1082.9,1082.9,1082.9,0.01K,-0.15
"Nov 19, 2015",1078,1077.4,1082.4,1077.4,0.01K,0.86
"Nov 18, 2015",1068.8,1064,1071.9,1064,0.01K,0.01
"Nov 17, 2015",1068.7,1075.5,1075.8,1065.1,0.01K,-1.38
"Nov 16, 2015",1083.7,1092,1092.4,1085.4,0.01K,0.27
"Nov 13, 2015",1080.8,1083.1,1085.9,1081.3,0.02K,0
"Nov 12, 2015",1080.8,1086,1086.6,1086,0.00K,-0.36
"Nov 11, 2015",1084.7,1091.4,1091.4,1084.2,0.02K,-0.32
"Nov 10, 2015",1088.2,1090.1,1091.3,1085,0.02K,0.03
"Nov 09, 2015",1087.9,1088.6,1088.6,1088.6,0.01K,0.03
"Nov 06, 2015",1087.6,1105.2,1109.5,1084.8,0.08K,-1.52
"Nov 05, 2015",1104.4,1107.9,1110.7,1104.5,0.08K,-0.19
"Nov 04, 2015",1106.5,1119,1121.9,1106.7,0.14K,-0.69
"Nov 03, 2015",1114.2,1133.3,1134.7,1114.2,0.19K,-1.9
"Nov 02, 2015",1135.8,1137.9,1138.7,1132.6,0.18K,-0.5
"Oct 30, 2015",1141.5,1147.5,1147.6,1139.2,0.25K,-0.5
"Oct 29, 2015",1147.2,1158,1162,1144.9,0.33K,-2.54
"Oct 28, 2015",1177.1,1175.1,1182.7,1175.1,0.09K,0.88
"Oct 27, 2015",1166.8,1164.5,1166.1,1162,0.30K,-0.02
"Oct 26, 2015",1167,1165.1,1170,1163.8,0.18K,0.32
"Oct 23, 2015",1163.3,1166.2,1178.7,1163.3,0.04K,-0.28
"Oct 22, 2015",1166.6,1166.2,1168.6,1163.5,0.05K,-0.09
"Oct 21, 2015",1167.6,1175.9,1176.4,1164.9,0.04K,-0.88
"Oct 20, 2015",1178,1168.7,1179.1,1168.7,0.02K,0.4
"Oct 19, 2015",1173.3,1176.5,1177.8,1169.3,0.06K,-0.87
"Oct 16, 2015",1183.6,1182.5,1184.1,1176.2,0.24K,-0.36
"Oct 15, 2015",1187.9,1184.2,1188.3,1177.8,0.14K,0.66
"Oct 14, 2015",1180.1,1172.4,1189,1167.3,0.14K,1.23
"Oct 13, 2015",1165.8,1163.5,1166.2,1154.9,0.13K,0.08
"Oct 12, 2015",1164.9,1155.9,1166.8,1155.9,0.04K,0.74
"Oct 09, 2015",1156.3,1151.6,1157.2,1151.6,0.02K,1.01
"Oct 08, 2015",1144.7,1142.7,1146.7,1138.7,0.14K,-0.37
"Oct 07, 2015",1149,1147.6,1152.9,1143,0.10K,0.19
"Oct 06, 2015",1146.8,1136.3,1150,1136.3,0.15K,0.76
"Oct 05, 2015",1138.1,1137.1,1141.7,1132.5,0.23K,0.09
"Oct 02, 2015",1137.1,1112.2,1141.2,1105.8,0.32K,2.06
"Oct 01, 2015",1114.2,1115.2,1119,1113.3,1.18K,-0.12
"Sep 30, 2015",1115.5,1124.3,1126,1112.1,0.87K,-1.03
"Sep 29, 2015",1127.1,1132.2,1134.4,1124.3,2.42K,-0.43
"Sep 28, 2015",1132,1133.2,1133.2,1133.1,0.01K,-1.22
"Sep 25, 2015",1146,1149.8,1149.8,1143.4,0.06K,-0.68
"Sep 24, 2015",1153.8,1133,1155.9,1133,0.04K,1.96
"Sep 23, 2015",1131.6,1128.6,1132.2,1128.3,0.03K,0.59
"Sep 22, 2015",1125,1132.6,1135,1122.5,0.04K,-0.71
"Sep 21, 2015",1133.1,1137.6,1138.5,1130.8,0.02K,-0.44
"Sep 18, 2015",1138.1,1128.3,1141.2,1127.8,0.06K,1.86
"Sep 17, 2015",1117.3,1118.6,1130.5,1117.1,0.01K,-0.17
"Sep 16, 2015",1119.2,1109.8,1119.9,1109.8,0.03K,1.49
"Sep 15, 2015",1102.8,1104.5,1104.5,1103,0.01K,-0.44
"Sep 14, 2015",1107.7,1107.8,1108.6,1104.1,0.02K,0.38
"Sep 11, 2015",1103.5,1110.8,1111.7,1098.2,0.08K,-0.54
"Sep 10, 2015",1109.5,1107.3,1113.5,1105.5,0.06K,0.66
"Sep 09, 2015",1102.2,1123.5,1123.5,1102.1,0.15K,-1.62
"Sep 08, 2015",1120.4,1119.8,1122.5,1116.4,0.14K,0.04
"Sep 07, 2015",1119.9,1119.5,1124,1115.2,0,0
"Sep 06, 2015",1119.9,1122.3,1123.1,1119.6,0,-0.06
"Sep 04, 2015",1120.6,1123.4,1125.2,1116.2,0.05K,-0.28
"Sep 03, 2015",1123.7,1130.3,1132.9,1120.3,0.12K,-0.78
"Sep 02, 2015",1132.5,1137.3,1140.4,1130.8,0.20K,-0.54
"Sep 01, 2015",1138.7,1133.5,1144.7,1133.5,0.38K,0.63
"Aug 31, 2015",1131.6,1131.1,1134,1124.8,0.19K,-0.13
"Aug 28, 2015",1133.1,1125.3,1139,1123.6,0.28K,0.95
